benchmarkTravelTime,CR-Fairmount,CR-Fitchburg,CR-Franklin,CR-Greenbush,CR-Haverhill,CR-Kingston,CR-Lowell,CR-Middleborough,CR-Needham,CR-Newburyport,CR-Providence,CR-Worcester,North Station,South Station,weekday,hour,month,morning,evening,weekend,rush_hour,holiday,delay_label
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,5,0,1,0,1,1,1
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,5,0,1,0,1,1,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,5,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,5,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,5,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,5,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,5,0,0,0,0,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,5,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,5,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,5,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,5,0,1,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,5,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,5,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,5,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,5,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,5,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,5,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,16,5,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,18,5,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,19,5,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,20,5,0,1,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,5,1,0,0,0,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,5,1,0,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,5,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,5,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,17,5,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,19,5,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,20,5,0,1,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,5,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,5,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,5,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,5,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,5,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,5,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,13,5,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,14,5,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,16,5,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,17,5,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,17,5,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,19,5,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,20,5,0,1,0,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,6,1,0,1,1,0,1
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,6,1,0,1,1,0,1
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,17,6,0,1,1,1,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,19,6,0,1,1,1,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,6,1,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,9,6,1,0,1,1,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,10,6,1,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,11,6,1,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,12,6,0,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,14,6,0,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,15,6,0,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,17,6,0,1,1,1,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,18,6,0,1,1,1,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,19,6,0,1,1,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,6,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,6,1,0,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,6,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,6,0,0,0,0,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,6,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,6,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,6,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,6,0,1,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,6,1,0,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,6,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,6,0,0,0,0,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,6,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,6,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,6,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,6,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,6,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,6,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,6,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,6,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,16,6,0,0,0,0,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,17,6,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,18,6,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,19,6,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,6,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,6,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,6,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,6,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,15,6,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,17,6,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,19,6,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,6,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,6,1,0,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,17,6,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,20,6,0,1,0,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,6,1,0,1,1,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,6,1,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,6,1,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,12,6,0,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,13,6,0,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,14,6,0,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,15,6,0,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,16,6,0,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,17,6,0,1,1,1,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,18,6,0,1,1,1,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,19,6,0,1,1,1,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,20,6,0,1,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,21,6,0,1,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,9,6,1,0,1,1,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,11,6,1,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,12,6,0,0,1,0,0,1
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,13,6,0,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,15,6,0,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,16,6,0,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,18,6,0,1,1,1,0,1
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,19,6,0,1,1,1,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,20,6,0,1,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,21,6,0,1,1,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,6,1,0,0,0,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,6,1,0,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,6,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,6,1,0,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,6,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,6,0,0,0,0,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,6,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,6,0,1,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,6,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,6,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,6,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21,6,0,1,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,6,1,0,0,0,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,6,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,6,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,6,1,0,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,14,6,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,17,6,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,17,6,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,18,6,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,6,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,6,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,6,1,0,0,0,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,6,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,6,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,14,6,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,16,6,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,17,6,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,17,6,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,19,6,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,20,6,0,1,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,6,1,0,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,6,1,0,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,14,6,0,0,0,0,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,17,6,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,17,6,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,19,6,0,1,0,1,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,6,1,0,1,1,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,6,1,0,1,1,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,6,1,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,6,1,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,12,6,0,0,1,0,0,1
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,14,6,0,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,15,6,0,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,16,6,0,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,17,6,0,1,1,1,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,18,6,0,1,1,1,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,19,6,0,1,1,1,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,21,6,0,1,1,0,0,1
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,10,6,1,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,12,6,0,0,1,0,0,1
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,14,6,0,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,16,6,0,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,17,6,0,1,1,1,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,18,6,0,1,1,1,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,19,6,0,1,1,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,6,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,6,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,6,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,6,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,6,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,6,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,6,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,6,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,6,0,1,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,6,1,0,0,0,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,6,1,0,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,6,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,6,1,0,0,0,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,6,0,0,0,0,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,6,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,6,0,0,0,0,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,6,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,6,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,6,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,6,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,6,1,0,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,6,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,6,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,6,1,0,0,0,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,14,6,0,0,0,0,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,16,6,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,17,6,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,17,6,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,20,6,0,1,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,6,1,0,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,6,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,6,1,0,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,6,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,6,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,16,6,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,17,6,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,17,6,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,18,6,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,20,6,0,1,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,6,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,6,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,6,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,6,1,0,0,0,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,6,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,15,6,0,0,0,0,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,17,6,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,17,6,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,18,6,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,20,6,0,1,0,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,6,1,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,6,1,0,1,1,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,6,1,0,1,1,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,6,1,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,6,1,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,12,6,0,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,13,6,0,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,14,6,0,0,1,0,0,1
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,16,6,0,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,17,6,0,1,1,1,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,19,6,0,1,1,1,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,21,6,0,1,1,0,0,1
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,8,6,1,0,1,1,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,9,6,1,0,1,1,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,10,6,1,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,11,6,1,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,12,6,0,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,13,6,0,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,14,6,0,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,16,6,0,0,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,17,6,0,1,1,1,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,18,6,0,1,1,1,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,19,6,0,1,1,1,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,20,6,0,1,1,0,0,0
28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,21,6,0,1,1,0,0,0
